ProductID,ProductName,Category,Price
P0097,Worker,Home,21400.55
P0098,Single,Fashion,30136.38
P0099,Machine,Grocery,5087.08
P0100,Dinner,Books,7336.08
P0101,Decision,Books,11437.75
P0102,Forget,Books,41702.42
P0103,Green,Fashion,43879.19
P0104,Choice,Home,25936.71
P0105,Provide,Electronics,1634.46
P0106,Agreement,Grocery,33426.3
P0107,According,Fashion,35187.46
P0108,Onto,Toys,30794.61
P0109,Sister,Home,29170.71
P0110,May,Toys,41735.28
P0111,Forward,Fashion,13770.51
P0112,So,Fashion,7126.45
P0113,Near,Toys,7688.42
P0114,Office,Toys,11898.15
P0115,Run,Fashion,44401.73
P0116,Mr,Fashion,7183.89
P0117,Radio,Toys,1792.39
P0118,Support,Home,35996.16
P0119,Capital,Toys,23790.55
P0120,Able,Books,37572.81
P0121,Listen,Toys,22992.5
P0122,Girl,Grocery,25630.56
P0123,Real,Electronics,3842.47
P0124,The,Electronics,38646.03
P0125,Who,Fashion,44975.66
P0126,Wonder,Toys,28749.51
P0127,Single,Books,43219.93
P0128,West,Electronics,14179.39
P0129,Trip,Grocery,26497.65
P0130,Line,Home,27478.97
P0131,Quite,Fashion,25134.94
P0132,Fear,Books,16953.1
P0133,Course,Home,25607.5
P0134,Against,Home,34667.28
P0135,Plan,Fashion,27769.28
P0136,Method,Grocery,2991.68
P0137,Artist,Toys,22076.28
P0138,Purpose,Grocery,2234.54
P0139,Poor,Toys,38016.17
P0140,State,Grocery,28789.71
P0141,Arm,Toys,8803.86
P0142,Cause,Home,42626.52
P0143,Protect,Toys,38572.8
P0144,Career,Toys,19915.53
P0145,Once,Electronics,19289.24
P0146,Buy,Fashion,18119.49
P0147,Finish,Grocery,3515.25
P0148,Will,Books,29281.73
P0149,Media,Electronics,33043.26
P0150,Carry,Electronics,48970.24
P0151,Artist,Home,33499.86
P0152,Marriage,Electronics,24420.94
P0153,Dark,Electronics,47262.3
P0154,Effort,Grocery,26859.2
P0155,Live,Electronics,7171.57
P0156,Stage,Books,37082.36
P0157,Establish,Home,159.01
P0158,They,Grocery,747.56
P0159,Total,Toys,16887.31
P0160,Since,Toys,41383.45
P0161,Down,Fashion,28997.9
P0162,Population,Home,48541.96
P0163,Same,Books,41732.14
P0164,Day,Electronics,9669.61
P0165,Still,Grocery,37256.63
P0166,Interesting,Grocery,4704.45
P0167,Growth,Fashion,9807.77
P0168,Soon,Fashion,16016.13
P0169,Truth,Home,9805.16
P0170,She,Books,26961.11
P0171,Approach,Books,7881.56
P0172,Suggest,Toys,37358.39
P0173,Fine,Fashion,36346.52
P0174,Career,Grocery,33061.41
P0175,Require,Electronics,10713.49
P0176,Young,Grocery,30664.46
P0177,Add,Grocery,31507.75
P0178,Alone,Electronics,6742.5
P0179,Change,Fashion,15898.63
P0180,Section,Electronics,15179.3
P0181,Store,Electronics,7171.29
P0182,Director,Electronics,28330.65
P0183,Shake,Electronics,13105.89
P0184,Service,Grocery,40592.32
P0185,Soldier,Electronics,15224
P0186,Environment,Fashion,39743.81
P0187,Many,Electronics,46075.75
P0188,Seat,Home,13140.53
P0189,Take,Books,21117.14
P0190,Decision,Electronics,31613.49
P0191,Again,Electronics,4114.1
P0192,Even,Books,32881.09
P0193,Whole,Home,2379.84
P0194,Better,Books,49657.42
P0195,Difficult,Toys,38374.95
P0196,Someone,Fashion,31927.62
P0197,Wear,Electronics,11828.38
P0198,Buy,Grocery,4664.49
P0199,Employee,Electronics,21332
P0200,But,Home,13941.44
P0201,Month,Toys,38270.76
P0202,Least,Grocery,30815.56
P0203,Fund,Fashion,11474.77
P0204,Grow,Home,36853.4
P0205,Low,Books,3894.6
P0206,Other,Home,16417.86
P0207,Hope,Books,31811.6
P0208,Wide,Books,45993.95
P0209,Analysis,Books,25876.61
P0210,Serious,Grocery,35406.15
P0211,Run,Home,42595.97
P0212,Expect,Grocery,24638.09
P0213,Perhaps,Books,17118.78
P0214,Measure,Grocery,30393.59
P0215,Stock,Home,12235.32
P0216,Smile,Books,5257.39
P0217,Building,Fashion,43359.09
P0218,Key,Toys,25984.1
P0219,Degree,Books,4353.93
P0220,Car,Grocery,15563.77
P0221,The,Home,25026.69
P0222,Wrong,Fashion,16593.23
P0223,Free,Electronics,8128.12
P0224,Each,Fashion,595.03
P0225,About,Toys,34961.77
P0226,Close,Fashion,22025.27
P0227,Behavior,Electronics,36013.96
P0228,World,Home,42687.6
P0229,Goal,Electronics,18497.07
P0230,Voice,Books,12941.39
P0231,Reality,Toys,36040.9
P0232,Simply,Fashion,47673.19
P0233,Resource,Home,5535.26
P0234,Pay,Fashion,31655.12
P0235,Ball,Electronics,36018.57
P0236,Situation,Books,7364.61
P0237,Increase,Grocery,12800.95
P0238,Fear,Home,6342.47
P0239,Girl,Fashion,1403.24
P0240,Garden,Grocery,12458.89
P0241,Nation,Electronics,42008.14
P0242,Guess,Grocery,29562.1
P0243,Although,Electronics,39529.4
P0244,Friend,Grocery,44739.64
P0245,Later,Fashion,34444.1
P0246,Audience,Home,13452.24
P0247,Difficult,Books,41823.06
P0248,My,Grocery,37715.55
P0249,Threat,Toys,16905.35
P0250,Sea,Electronics,16084.33
P0251,Check,Books,13197.73
P0252,Democrat,Home,27839.73
P0253,Himself,Toys,28859.07
P0254,Main,Books,31781.67
P0255,Born,Books,22491.06
P0256,Choice,Fashion,38096.03
P0257,Hot,Grocery,17886.49
P0258,Member,Grocery,48965.17
P0259,Region,Books,31147.8
P0260,Course,Electronics,4260.68
P0261,Movie,Toys,34647.61
P0262,The,Home,17889.61
P0263,Because,Fashion,6202.41
P0264,Conference,Home,40033.67
P0265,Write,Grocery,30863.16
P0266,Relate,Fashion,24933.26
P0267,Activity,Books,37125.93
P0268,Very,Electronics,49631.1
P0269,Speech,Books,34902.62
P0270,Drug,Electronics,11052.9
P0271,What,Home,25241.9
P0272,Maybe,Toys,47951.54
P0273,Score,Grocery,36008.68
P0274,Goal,Books,36502.79
P0275,Growth,Fashion,40260.94
P0276,All,Books,17066.13
P0277,Add,Electronics,47598.78
P0278,Tonight,Electronics,20228.38
P0279,Kid,Fashion,22978.31
P0280,Stay,Grocery,33100.84
P0281,National,Electronics,43942.41
P0282,Long,Toys,38700.74
P0283,Hear,Grocery,18807.75
P0284,Draw,Books,9525.56
P0285,Play,Fashion,49168.83
P0286,Practice,Fashion,34386.6
P0287,Environment,Books,28596.46
P0288,Ten,Books,21119.51
P0289,Well,Grocery,4903.97
P0290,Test,Fashion,26416.08
P0291,Church,Home,38797.98
P0292,Participant,Fashion,6391.66
P0293,Money,Grocery,486.78
P0294,Enough,Toys,28895.66
P0295,Goal,Electronics,197.81
P0296,Safe,Grocery,6885.75
P0297,Interview,Home,39804.91
P0298,Bring,Grocery,10120.73
P0299,Also,Grocery,41601.06
P0300,Return,Electronics,10069.79
P0301,Everything,Toys,17437.95
P0302,Example,Grocery,17949.9
P0303,Doctor,Books,45811.55
P0304,Give,Grocery,4472.77
P0305,Alone,Grocery,12384.66
P0306,Wall,Home,44948.53
P0307,Much,Fashion,27744.18
P0308,Somebody,Grocery,7191.81
P0309,Represent,Electronics,4996.03
P0310,Data,Toys,32555.16
P0311,Yard,Toys,26120.96
P0312,Hour,Home,26966.28
P0313,Condition,Toys,36907.6
P0314,Stuff,Electronics,23667.18
P0315,Pm,Home,6451.23
P0316,Forget,Books,10470.32
P0317,Less,Fashion,48728.05
P0318,Partner,Home,15284.42
P0319,Friend,Electronics,17520.15
P0320,Sort,Fashion,1924.24
P0321,Right,Fashion,41419.14
P0322,Plant,Fashion,37337.54
P0323,By,Books,47004.89
P0324,Culture,Books,19384
P0325,Sell,Home,8305.03
P0326,Live,Grocery,18953.49
P0327,Mean,Electronics,45227.54
P0328,Born,Home,7635.87
P0329,Within,Grocery,36526.35
P0330,Do,Toys,27768.67
P0331,Line,Fashion,39780.07
P0332,Defense,Electronics,47413.18
P0333,Type,Grocery,5203.19
P0334,Let,Fashion,11112.43
P0335,Plan,Fashion,27474.41
P0336,Need,Electronics,24340.15
P0337,Voice,Electronics,4887.85
P0338,Such,Books,38071.08
P0339,Teach,Electronics,15732.96
P0340,Activity,Fashion,47305.7
P0341,Actually,Books,31938.49
P0342,Throughout,Fashion,11727.32
P0343,Our,Electronics,36254.41
P0344,State,Grocery,6188.97
P0345,Fund,Fashion,28257.12
P0346,Manage,Electronics,13256.96
P0347,Newspaper,Fashion,48533.81
P0348,Expert,Home,19437.03
P0349,Score,Electronics,13424.17
P0350,Maintain,Grocery,34831.08
P0351,Play,Home,16869.29
P0352,Decade,Grocery,22564.59
P0353,Evidence,Books,12904.16
P0354,Among,Electronics,42154.64
P0355,Put,Electronics,48668.56
P0356,Paper,Books,1746.39
P0357,Recently,Home,8621.08
P0358,Method,Toys,20030.96
P0359,Bill,Home,17296.21
P0360,Per,Fashion,44753.22
P0361,Upon,Electronics,22373.88
P0362,Thank,Fashion,18203.86
P0363,Inside,Books,26506.83
P0364,Owner,Home,28432.83
P0365,See,Fashion,7195.14
P0366,Whether,Grocery,7198.86
P0367,Throw,Toys,45671.59
P0368,Theory,Books,28749.17
P0369,Region,Books,29719.67
P0370,Stand,Books,47131.46
P0371,Writer,Grocery,15840.23
P0372,Prevent,Books,13248.28
P0373,Especially,Electronics,6461.93
P0374,Defense,Toys,35723.66
P0375,Much,Electronics,11084.88
P0376,Political,Books,42513.81
P0377,Old,Grocery,15509.49
P0378,Share,Books,44960.42
P0379,Without,Electronics,13525.07
P0380,Go,Electronics,8354.83
P0381,Avoid,Toys,20362.89
P0382,Member,Books,10297.15
P0383,Writer,Books,39853.45
P0384,Market,Grocery,30276.68
P0385,Southern,Fashion,5603.28
P0386,Thus,Toys,26873.03
P0387,Take,Electronics,37111.49
P0388,Develop,Fashion,48051.78
P0389,Can,Grocery,2990.09
P0390,Hard,Books,47047.15
P0391,Reason,Toys,43651
P0392,Book,Home,11405.72
P0393,Bill,Home,20161.69
P0394,Strategy,Fashion,24240.67
P0395,Most,Home,12181.55
P0396,Someone,Books,8750.11
P0397,Choice,Home,37386.66
P0398,North,Home,42310.86
P0399,Edge,Grocery,8358.74
P0400,However,Toys,24051.41
P0401,Reveal,Fashion,4209.04
P0402,Difference,Fashion,5152.16
P0403,Expert,Fashion,9574.21
P0404,Imagine,Toys,46983.13
P0405,Number,Books,36701.41
P0406,Until,Fashion,35664.69
P0407,Town,Grocery,15477.24
P0408,Billion,Home,30060.41
P0409,Ever,Fashion,48069.69
P0410,Result,Fashion,39761.33
P0411,At,Electronics,19105
P0412,High,Home,28978.96
P0413,Describe,Electronics,11998.55
P0414,Material,Home,29478.81
P0415,Sign,Electronics,37467.77
P0416,Hot,Fashion,2188.07
P0417,Here,Electronics,48161.82
P0418,Health,Toys,11635.18
P0419,Quickly,Books,31729.12
P0420,Detail,Fashion,1072.49
P0421,Human,Home,37593.63
P0422,Long,Toys,23695.22
P0423,New,Books,36902.07
P0424,Suffer,Home,13776.75
P0425,Born,Home,23771.25
P0426,Machine,Toys,33161.16
P0427,Glass,Grocery,32006.32
P0428,Land,Grocery,36183.78
P0429,Free,Books,25226.17
P0430,Hot,Grocery,43351.68
P0431,Huge,Grocery,3972.53
P0432,Employee,Electronics,21473.93
P0433,Friend,Electronics,38386.31
P0434,Foot,Home,5572.57
P0435,Leader,Home,47966.92
P0436,I,Fashion,17907.21
P0437,Card,Fashion,16672.54
P0438,Build,Fashion,25867.34
P0439,Share,Toys,18005.17
P0440,Alone,Grocery,27504.54
P0441,Color,Toys,31441.06
P0442,Line,Grocery,48049.73
P0443,Woman,Electronics,3027.49
P0444,Bit,Grocery,6982.49
P0445,Debate,Electronics,39696.35
P0446,Personal,Home,42866.03
P0447,Customer,Books,9508.52
P0448,My,Toys,7511.41
P0449,Start,Books,31877.19
P0450,Make,Home,13343.15
P0451,How,Electronics,32544.56
P0452,Gun,Books,28509.16
P0453,Official,Grocery,34440.96
P0454,Later,Fashion,39383.95
P0455,Court,Electronics,24246.4
P0456,Social,Fashion,32028.66
P0457,Which,Books,25557.49
P0458,South,Grocery,30814.65
P0459,Still,Toys,5875.98
P0460,Place,Electronics,42204.95
P0461,Five,Grocery,16984.87
P0462,May,Electronics,34764.62
P0463,Enough,Books,8622.35
P0464,National,Toys,39575.17
P0465,Tough,Toys,38414.53
P0466,Know,Home,32070.74
P0467,Music,Home,6015.2
P0468,Industry,Home,34232.29
P0469,Do,Toys,8436.34
P0470,Manage,Electronics,6525.32
P0471,Far,Toys,4287.8
P0472,Certainly,Grocery,43777.9
P0473,Feeling,Fashion,6741.82
P0474,History,Toys,6036.27
P0475,At,Toys,35943.68
P0476,Matter,Books,635.14
P0477,Executive,Home,40796.04
P0478,Pretty,Toys,45214.46
P0479,Popular,Electronics,20646.55
P0480,Each,Fashion,34183.23
P0481,Test,Fashion,19065.63
P0482,Prove,Fashion,36394.17
P0483,Work,Toys,8375.29
P0484,Season,Toys,8571.02
P0485,Economic,Fashion,47504.24
P0486,Garden,Fashion,3392.63
P0487,Wind,Grocery,26054.97
P0488,Staff,Electronics,19763.51
P0489,Treat,Home,30157.74
P0490,They,Home,2217.14
P0491,Gun,Home,14220.38
P0492,Forward,Fashion,5178.13
P0493,Would,Toys,26066.08
P0494,Technology,Fashion,26389.15
P0495,Half,Grocery,17681.55
P0496,Although,Grocery,6446.33
P0497,Home,Grocery,14070.95
P0498,Alone,Grocery,23027.23
P0499,Make,Toys,22379.08
P0500,Sort,Books,30616.24
